BillNumber,ChapterNumber,CrossfileBillNumber,SponsorPrimary,Sponsors,Synopsis,Title,Status,CommitteePrimaryOrigin,CommitteeSecondaryOrigin,CommitteePrimaryOpposite,CommitteeSecondaryOpposite,FirstReadingDateHouseOfOrigin,HearingDateTimePrimaryHouseOfOrigin,HearingDateTimeSecondaryHouseOfOrigin,ReportDateHouseOfOrigin,ReportActionHouseOfOrigin,SecondReadingDateHouseOfOrigin,SecondReadingActionHouseOfOrigin,ThirdReadingDateHouseOfOrigin,ThirdReadingActionHouseOfOrigin,FirstReadingDateOppositeHouse,HearingDateTimePrimaryOppositeHouse,HearingDateTimeSecondaryOppositeHouse,ReportDateOppositeHouse,ReportActionOppositeHouse,SecondReadingDateOppositeHouse,SecondReadingActionOppositeHouse,ThirdReadingDateOppositeHouse,ThirdReadingActionOppositeHouse,InteractionBetweenChambers,PassedByMGA,EmergencyBill,ConstitutionalAmendment,BroadSubjects,NarrowSubjects,BillType,BillVersion,Statutes,YearAndSession,StatusCurrentAsOf
HB0323,,,Delegate Stewart,[{'Name': 'Delegate Stewart'}],"Allowing a credit against the State income tax for certain income taxes and penalties attributable to an early withdrawal of retirement funds due to financial exploitation; and applying the Act to all taxable years beginning after December 31, 2025.",Income Tax - Credit for Income Taxes and Penalties Due to Financial Exploitation,In the House - Hearing 2/05 at 1:00 p.m.,Ways and Means,,,,2026-01-16,2026-02-05T13:00:00,,,,,,,,,,,,,,,,,,False,False,False,"[{'Code': 'q3', 'Name': 'Taxes - Income'}]","[{'Code': 'courto', 'Name': 'Court Orders'}, {'Code': 'elderlp', 'Name': 'Elderly Persons (65+) -see also- Elder Abuse and Neglect'}, {'Code': 'evidence', 'Name': 'Evidence'}, {'Code': 'fees', 'Name': ""Fees -see also- Attys' Fees; Devt Fees & Taxes""}, {'Code': 'financi', 'Name': 'Financial Institutions -see also- Banks; Credit Unions; etc.'}, {'Code': 'fraud', 'Name': 'Fraud -see also- Forgery'}, {'Code': 'incomet', 'Name': 'Income Tax'}, {'Code': 'lawe', 'Name': 'Law Enforcement -see also- SRO; Sheriffs; State Police'}, {'Code': 'retirement', 'Name': 'Retirement -see also- Mandatory Retirement'}, {'Code': 'taxc', 'Name': 'Tax Credits'}, {'Code': 'taxr', 'Name': 'Tax Returns'}, {'Code': 'theft', 'Name': 'Theft -see also- Burglary; Robbery; Shoplifting'}, {'Code': 'victims', 'Name': 'Victims -see also- Criminal Injuries Compensation'}, {'Code': 'vulnera', 'Name': 'Vulnerable Adults -see also- DevDisab; EldPers; PhysDisab'}]",Regular,F,"[{'Article': {'Code': 'get', 'Title': 'Estates and Trusts'}, 'Sections': [{'Section': '13-601'}]}, {'Article': {'Code': 'gtg', 'Title': 'Tax - General'}, 'Sections': [{'Section': '10-758'}]}]",2026 Regular Session,2026-01-20T10:05:07.143
HB0324,,,Delegate Simpson,"[{'Name': 'Delegate Simpson'}, {'Name': 'Delegate Taylor'}]",Authorizing the Child Support Administration to take action to secure an assignment to the State of any rights to support on behalf of a child receiving foster care maintenance payments; and requiring a court to terminate a child support order that was previously established or assigned for a child receiving a foster care maintenance payment under certain circumstances.,Family Law - Child Support - Assignment of Rights,In the House - First Reading Judiciary,Judiciary,,,,2026-01-16,,,,,,,,,,,,,,,,,,,False,False,False,"[{'Code': 'd4', 'Name': 'Family Law'}]","[{'Code': 'courto', 'Name': 'Court Orders'}, {'Code': 'courts', 'Name': ""Courts -see also- AppCt; Circuit; District; Orphans'; etc.""}, {'Code': 'fosterc', 'Name': 'Foster Care'}, {'Code': 'humansd', 'Name': 'Human Services, Department of'}, {'Code': 'rulesr', 'Name': 'Rules and Regulations'}, {'Code': 'socialser', 'Name': 'Social Services -see also- Public Benefits'}, {'Code': 'suppord', 'Name': 'Support of Dependents -see also- Alimony'}]",Regular,F,,2026 Regular Session,2026-01-20T10:05:07.143
HB0325,,,Delegate Guyton,[{'Name': 'Delegate Guyton'}],Altering the composition of the Professional Standards and Teacher Education Board by removing a member who is a certified nonpublic school classroom teacher and increasing the number of members of the Maryland Association of Nonpublic Special Education Facilities.,Education - Professional Standards and Teacher Education Board - Composition,In the House - First Reading Ways and Means,Ways and Means,,,,2026-01-16,,,,,,,,,,,,,,,,,,,False,False,False,"[{'Code': 'f1', 'Name': 'Primary and Secondary Education'}]","[{'Code': 'commitch', 'Name': 'Committee Changes'}, {'Code': 'commitco', 'Name': 'Committees and Commissions'}, {'Code': 'education', 'Name': 'Education -see also- ContEd; DrvEd; HigherEd; etc.'}, {'Code': 'privats', 'Name': 'Private Schools -see also- Primary Schools; Secondary Sch'}, {'Code': 'speciaed', 'Name': 'Special Education'}, {'Code': 'standabp', 'Name': 'Standards and Best Practices'}, {'Code': 'teachers', 'Name': 'Teachers'}]",Regular,F,,2026 Regular Session,2026-01-20T10:05:07.143
HB0326,,,Delegate Ebersole,[{'Name': 'Delegate Ebersole'}],"Requiring the Maryland Center for School Safety to develop and administer an anonymous reporting system to receive information related to a school or student safety concern; requiring the Center to develop operational guidelines and procedures, and to provide training relative to the system; requiring each local school system to participate in the anonymous reporting system, subject to a certain exception; requiring a certain custodian of records to deny inspection of information and materials related the system; etc.",Education - Maryland Center for School Safety - Anonymous Reporting System,In the House - First Reading Ways and Means,Ways and Means,,,,2026-01-16,,,,,,,,,,,,,,,,,,,False,False,False,"[{'Code': 'f1', 'Name': 'Primary and Secondary Education'}]","[{'Code': 'adminia', 'Name': 'Administrative Agencies'}, {'Code': 'counties', 'Name': 'Counties -see also- Chartered Counties; Code Counties; etc.'}, {'Code': 'data', 'Name': 'Data -see also- Census; Demographics'}, {'Code': 'education', 'Name': 'Education -see also- ContEd; DrvEd; HigherEd; etc.'}, {'Code': 'investi', 'Name': 'Investigations and Inquiries -see also- Crim Bckgrnd Invest'}, {'Code': 'jobt', 'Name': 'Job Training -see also- Continuing Ed; Vocational Rehab'}, {'Code': 'notices', 'Name': 'Notices'}, {'Code': 'privacy', 'Name': 'Privacy'}, {'Code': 'publics', 'Name': 'Public Schools -see also- Primary Schools; Secondary Sch'}, {'Code': 'records', 'Name': 'Records -see also- Land Records; Vital Records'}, {'Code': 'reports', 'Name': 'Reports'}, {'Code': 'safety', 'Name': 'Safety -see also- Occupational Safety'}, {'Code': 'standabp', 'Name': 'Standards and Best Practices'}, {'Code': 'students', 'Name': 'Students'}]",Regular,F,,2026 Regular Session,2026-01-20T10:05:07.143
HB0327,,,Delegate Ebersole,[{'Name': 'Delegate Ebersole'}],Altering the number of members on the Board of Community College Trustees for Baltimore County; and altering the membership of the Board to reflect the change in Baltimore County councilmanic districts.,Education - Board of Community College Trustees for Baltimore County - Membership,In the House - Hearing 1/27 at 1:00 p.m.,Appropriations,,,,2026-01-16,2026-01-27T13:00:00,,,,,,,,,,,,,,,,,,False,False,False,"[{'Code': 'f4', 'Name': 'Community Colleges - Local Bills'}]","[{'Code': 'baltimco', 'Name': 'Baltimore County'}, {'Code': 'commitch', 'Name': 'Committee Changes'}, {'Code': 'commitco', 'Name': 'Committees and Commissions'}, {'Code': 'communc', 'Name': 'Community Colleges'}, {'Code': 'education', 'Name': 'Education -see also- ContEd; DrvEd; HigherEd; etc.'}]",Regular,F,,2026 Regular Session,2026-01-20T10:05:07.143
HB0328,,,Prince George's County Delegation and Montgomery County Delegation,"[{'Name': ""Prince George's County Delegation and Montgomery County Delegation""}]","Requiring an applicant for appointment as a commissioner of a bicounty commission to submit a certain statement to the Prince George's County Office of Ethics and Accountability; requiring the chief administrative officer for Prince George's County to transmit the financial disclosure statements of commissioners or appointed applicants of bicounty commissions to the Office; and requiring the Office, rather than the chief administrative officer for Prince George's County, to take certain actions regarding the statements.",Bicounty Commissions - Public Ethics - Financial Disclosure Statements PG/MC 105-26,"In the House - First Reading Government, Labor, and Elections","Government, Labor, and Elections",,,,2026-01-16,,,,,,,,,,,,,,,,,,,False,False,False,"[{'Code': 'l5', 'Name': 'Bi-County Agencies'}, {'Code': 'g2', 'Name': 'Ethics'}]","[{'Code': 'applica', 'Name': 'Applicants and Applications'}, {'Code': 'commitco', 'Name': 'Committees and Commissions'}, {'Code': 'disclosure', 'Name': 'Disclosure'}, {'Code': 'ethics', 'Name': 'Ethics'}, {'Code': 'localgm', 'Name': 'Local Government Mandates'}, {'Code': 'montgoc', 'Name': 'Montgomery County'}, {'Code': 'notices', 'Name': 'Notices'}, {'Code': 'princegc', 'Name': ""Prince George's County""}, {'Code': 'records', 'Name': 'Records -see also- Land Records; Vital Records'}]",Regular,F,,2026 Regular Session,2026-01-20T10:05:07.143
HB0329,,SB0081,Delegate Simpson,"[{'Name': 'Delegate Simpson'}, {'Name': 'Delegate Fair'}, {'Name': 'Delegate Kerr'}, {'Name': 'Delegate Shetty'}]","Prohibiting a law enforcement officer from engaging in certain sexual acts, sexual contact, or vaginal intercourse with a student enrolled in a school where the law enforcement officer is assigned as a school resource officer; and providing that a person who violates the Act is guilty of a misdemeanor and on conviction is subject to a term of imprisonment of up to 3 years or a fine not exceed $3,000 or both.",Criminal Law - School Resource Officers - Prohibition on Sexual Activity with Students,In the House - First Reading Judiciary,Judiciary,,,,2026-01-16,,,,,,,,,,,,,,,,,,,False,False,False,"[{'Code': 'e1', 'Name': 'Criminal Law - Substantive Crimes'}, {'Code': 'f5', 'Name': 'Education - Miscellaneous'}]","[{'Code': 'crimesp', 'Name': 'Crimes and Punishments -see also- Penalties and Sentnc; etc.'}, {'Code': 'lawe', 'Name': 'Law Enforcement -see also- SRO; Sheriffs; State Police'}, {'Code': 'schoolro', 'Name': 'School Resource Officers'}, {'Code': 'sexualof', 'Name': 'Sexual Offenses'}, {'Code': 'students', 'Name': 'Students'}]",Regular,F,,2026 Regular Session,2026-01-20T10:05:07.143
HB0330,,SB0252,Delegate Kaufman,[{'Name': 'Delegate Kaufman'}],Increasing the number of members on the Board of Directors of the Maryland Legal Services Corporation from 9 to 12.,Maryland Legal Services Corporation - Board of Directors - Membership,In the House - First Reading Judiciary,Judiciary,,,,2026-01-16,,,,,,,,,,,,,,,,,,,False,False,False,"[{'Code': 'd1', 'Name': 'Courts and Court Personnel - Statewide'}, {'Code': 'o1', 'Name': 'Social Services - Generally'}]","[{'Code': 'attorneys', 'Name': 'Attorneys'}, {'Code': 'commitch', 'Name': 'Committee Changes'}, {'Code': 'commitco', 'Name': 'Committees and Commissions'}, {'Code': 'legala', 'Name': 'Legal Aid'}, {'Code': 'voting', 'Name': 'Voting -see also- Absentee and Mail-In Voting'}]",Regular,F,"[{'Article': {'Code': 'ghu', 'Title': 'Human Services'}, 'Sections': [{'Section': '11-101'}, {'Section': '11-301'}]}]",2026 Regular Session,2026-01-20T10:05:07.143
HB0331,,,Delegate Terrasa,"[{'Name': 'Delegate Terrasa'}, {'Name': 'Delegate Lehman'}, {'Name': 'Delegate Behler'}, {'Name': 'Delegate Boafo'}, {'Name': 'Delegate Charkoudian'}, {'Name': 'Delegate Ebersole'}, {'Name': 'Delegate Edelson'}, {'Name': 'Delegate Embry'}, {'Name': 'Delegate Fair'}, {'Name': 'Delegate Feldmark'}, {'Name': 'Delegate Foley'}, {'Name': 'Delegate Forbes'}, {'Name': 'Delegate Guzzone'}, {'Name': 'Delegate Healey'}, {'Name': 'Delegate Hill'}, {'Name': 'Delegate Johnson, A.'}, {'Name': 'Delegate Kaufman'}, {'Name': 'Delegate Lewis, R.'}, {'Name': 'Delegate Martinez'}, {'Name': 'Delegate Moreno'}, {'Name': 'Delegate Palakovich Carr'}, {'Name': 'Delegate Ruth'}, {'Name': 'Delegate Shetty'}, {'Name': 'Delegate Simmons'}, {'Name': 'Delegate Solomon'}, {'Name': 'Delegate Stewart'}, {'Name': 'Delegate Taveras'}, {'Name': 'Delegate Watson'}, {'Name': 'Delegate White Holland'}, {'Name': 'Delegate Williams'}, {'Name': 'Delegate Wims'}, {'Name': 'Delegate Wu'}, {'Name': 'Delegate Ziegler'}]","Establishing the Maryland Beverage Container Recycling Refund and Litter Reduction Program to increase the reuse and recycling of beverage containers and reduce the litter, pollution, and costs associated with beverage containers; prohibiting a producer from selling, offering for sale, or distributing in or importing into the State a redeemable beverage container unless the producer is registered with the Department of the Environment, pays a certain fee, and is part of a beverage container stewardship organization; etc.",Maryland Beverage Container Recycling Refund and Litter Reduction Program,In the House - First Reading Environment and Transportation and Economic Matters,Environment and Transportation,Economic Matters,,,2026-01-19,,,,,,,,,,,,,,,,,,,False,False,False,"[{'Code': 'm3', 'Name': 'Environment'}]",,Regular,,,2026 Regular Session,2026-01-20T10:05:07.143
HB0332,,,Delegate Charkoudian,[{'Name': 'Delegate Charkoudian'}],"Establishing certain civil liability for an individual who, under color of law, deprives another of a right, a privilege, or an immunity secured by the U.S. Constitution.",Civil Actions - Violation of Constitutional Rights (No Kings Act),In the House - First Reading Judiciary,Judiciary,,,,2026-01-19,,,,,,,,,,,,,,,,,,,False,False,False,"[{'Code': 'd3', 'Name': 'Civil Actions and Procedures'}]","[{'Code': 'attornf', 'Name': ""Attorneys' Fees""}, {'Code': 'civila', 'Name': 'Civil Actions -see also- Small Claims'}, {'Code': 'civilrse', 'Name': 'Civil Rights and Social Equity'}, {'Code': 'constius', 'Name': 'Constitution, U.S.'}, {'Code': 'courtc', 'Name': 'Court Costs'}, {'Code': 'damages', 'Name': 'Damages'}, {'Code': 'judges', 'Name': 'Judges'}, {'Code': 'lawe', 'Name': 'Law Enforcement -see also- SRO; Sheriffs; State Police'}, {'Code': 'lawso', 'Name': 'Laws and Ordinances -see also- Pub Local Laws; Uniform Laws'}, {'Code': 'soverei', 'Name': 'Sovereign Immunity'}, {'Code': 'statutl', 'Name': 'Statutes of Limitation'}, {'Code': 'witnesses', 'Name': 'Witnesses'}]",Regular,,,2026 Regular Session,2026-01-20T10:05:07.143
HB0333,,,Delegate Palakovich Carr,"[{'Name': 'Delegate Palakovich Carr'}, {'Name': 'Delegate Griffith'}]","Establishing requirements for the filling of a vacancy in the office of Senator or Delegate in the General Assembly by a central committee of a political party under the Maryland Constitution relating to applications, public notice, public meetings, and voting; and requiring a member of the central committee who has applied to fill the vacancy to recuse themselves from voting on the individual to fill the vacancy.",General Assembly Vacancy - Political Party Central Committee - Procedures,"In the House - First Reading Government, Labor, and Elections","Government, Labor, and Elections",,,,2026-01-19,,,,,,,,,,,,,,,,,,,False,False,False,"[{'Code': 'g1', 'Name': 'Elections'}, {'Code': 'p5', 'Name': 'State Government - General Assembly'}]","[{'Code': 'applica', 'Name': 'Applicants and Applications'}, {'Code': 'ballots', 'Name': 'Ballots -see also- Abs&MailInBallots; Abs&MailInVoting'}, {'Code': 'generaa', 'Name': 'General Assembly -see also- AELR Cmte; LegislativePolCmte'}, {'Code': 'internet', 'Name': 'Internet -see also- Internet Access'}, {'Code': 'meetings', 'Name': 'Meetings -see also- Hearings; Open Government'}, {'Code': 'notices', 'Name': 'Notices'}, {'Code': 'openg', 'Name': 'Open Government'}, {'Code': 'politico', 'Name': 'Political Committees'}, {'Code': 'politip', 'Name': 'Political Parties'}, {'Code': 'voting', 'Name': 'Voting -see also- Absentee and Mail-In Voting'}, {'Code': 'workle', 'Name': 'Work, Labor, and Employment -see also- JobTrn; Leave; etc.'}]",Regular,,,2026 Regular Session,2026-01-20T10:05:07.143
HB0334,,,Delegate Ruth,"[{'Name': 'Delegate Ruth'}, {'Name': 'Delegate Charkoudian'}, {'Name': 'Delegate Addison'}, {'Name': 'Delegate Forbes'}, {'Name': 'Delegate Hill'}, {'Name': 'Delegate Kaufman'}, {'Name': 'Delegate Lehman'}, {'Name': 'Delegate Lewis, R.'}, {'Name': 'Delegate Martinez'}, {'Name': 'Delegate Moreno'}, {'Name': 'Delegate Pasteur'}, {'Name': 'Delegate Stein'}, {'Name': 'Delegate Taveras'}, {'Name': 'Delegate Terrasa'}, {'Name': 'Delegate Wims'}]",Requiring a procurement officer to require a certain certification from a bidder or offeror and to include a certain clause in a State procurement contract relating to unconstitutional activity.,State Procurement - Constitutional Violations - Prohibited,"In the House - First Reading Government, Labor, and Elections","Government, Labor, and Elections",,,,2026-01-19,,,,,,,,,,,,,,,,,,,False,False,False,"[{'Code': 'p2', 'Name': 'State Procurement'}]","[{'Code': 'certification', 'Name': 'Certifications'}, {'Code': 'contracts', 'Name': 'Contracts -see also- Procurement'}, {'Code': 'ethics', 'Name': 'Ethics'}, {'Code': 'language', 'Name': 'Language -see also- Communications; Literacy'}, {'Code': 'procurement', 'Name': 'Procurement'}, {'Code': 'publico', 'Name': 'Public Officials -see also- Atty Gen; Compt; Coun Admin; etc'}]",Regular,,,2026 Regular Session,2026-01-20T10:05:07.143
